SIC_Section,SIC_Codes,id,name,pointx_class,classname,postcode,M,IC,PST,AER,lon,lat
Information and Communication,6020,7960,The Box Plus Network,2080134,Television and Radio Services,SW1P 1DE,0,1,0,0,-0.136490234,51.49669256
Information and Communication,6020,9278,NERD TV,2080134,Television and Radio Services,W1W 7SQ,0,1,0,0,-0.140897233,51.51761615
Information and Communication,6020,9675,France Televisions,2080134,Television and Radio Services,SW1E 6DY,0,1,0,0,-0.139974971,51.49921184
Information and Communication,6020,9995,I T V News Within Millbank Studios,2080134,Television and Radio Services,SW1P 3JA,0,1,0,0,-0.126184286,51.4968161
Information and Communication,6020,13386,BBC,2080134,Television and Radio Services,W1B 1DJ,0,1,0,0,-0.144022305,51.51874474
Information and Communication,6020,15275,Excellent Talent,2080134,Television and Radio Services,W1D 3QL,0,1,0,0,-0.131712343,51.51594148
Information and Communication,6020,18029,A M C Networks,2080134,Television and Radio Services,W1F 0DQ,0,1,0,0,-0.136157862,51.51331446
Information and Communication,6391,4614,Kyodo News,2080129,Press and Journalism Services,WC2H 7EF,0,1,0,0,-0.130864037,51.50920156
Information and Communication,6391,6078,Australian Associated Press,2080129,Press and Journalism Services,SW1V 1JT,0,1,0,0,-0.145822768,51.49485134
Information and Communication,6391,8259,Strand News Within Royal Courts of Justice,2080129,Press and Journalism Services,WC2A 2LL,0,1,0,0,-0.113176719,51.51438671
Information and Communication,6391,12857,The Retail Bulletin the Home Retail News,2080129,Press and Journalism Services,W1G 9DT,0,1,0,0,-0.145897058,51.51943084
Information and Communication,6391,14138,Fit for Print,2080129,Press and Journalism Services,W1B 4ND,0,1,0,0,-0.141234217,51.51323315
Information and Communication,6391,14519,The Press Trust India,2080129,Press and Journalism Services,W1B 5TB,0,1,0,0,-0.139105917,51.51205735
"Professional, Scientific and Technical Activities",7311,3809,Hothouse Music,2080114,Advertising Services,NW8 9AY,0,0,1,0,-0.177979166,51.53215431
"Professional, Scientific and Technical Activities",7311,4040,Z-card,2080114,Advertising Services,WC2N 5BY,0,0,1,0,-0.126028012,51.5069482
"Professional, Scientific and Technical Activities",7311,4065,Olsberg S P I,2080114,Advertising Services,W1W 6AB,0,0,1,0,-0.142128711,51.52064815
"Professional, Scientific and Technical Activities",7311,4078,The 7 Arts Consultancy Ltd,2080114,Advertising Services,W1K 5JH,0,0,1,0,-0.148722925,51.51294333
"Professional, Scientific and Technical Activities",7311,4084,Roche Communications,2080114,Advertising Services,W1W 5PA,0,0,1,0,-0.143663087,51.52137566
"Professional, Scientific and Technical Activities",7311,4584,Claire Randall Consulting,2080114,Advertising Services,W1W 8DU,0,0,1,0,-0.139571321,51.516552
"Professional, Scientific and Technical Activities",7311,4598,P A Media,2080114,Advertising Services,W2 1AF,0,0,1,0,-0.176392113,51.51847012
"Professional, Scientific and Technical Activities",7311,4600,Orbital Media,2080114,Advertising Services,NW1 6EX,0,0,1,0,-0.163008871,51.52438516
"Professional, Scientific and Technical Activities",7311,4622,Exxposure,2080114,Advertising Services,W1W 8BU,0,0,1,0,-0.140687628,51.51710026
"Professional, Scientific and Technical Activities",7311,4627,A A R,2080114,Advertising Services,W1D 1NT,0,0,1,0,-0.140151367,51.51579324
"Professional, Scientific and Technical Activities",7311,4646,Creativebrief Ltd,2080114,Advertising Services,WC2R 1EA,0,0,1,0,-0.115109881,51.51242055
"Professional, Scientific and Technical Activities",7311,4712,Travelling Media,2080114,Advertising Services,W1S 2TP,0,0,1,0,-0.144071867,51.51149757
"Professional, Scientific and Technical Activities",7311,4718,Dewynters,2080114,Advertising Services,WC2R 0AP,0,0,1,0,-0.119312239,51.51098896
"Professional, Scientific and Technical Activities",7311,4721,Virgin Press Office,2080114,Advertising Services,W2 6NB,0,0,1,0,-0.181716123,51.52014444
"Professional, Scientific and Technical Activities",7311,4723,Icp,2080114,Advertising Services,W1W 5QZ,0,0,1,0,-0.143104534,51.52146393
"Professional, Scientific and Technical Activities",7311,4725,Geometry Global,2080114,Advertising Services,W2 6JR,0,0,1,0,-0.181247678,51.51743045
"Professional, Scientific and Technical Activities",7311,4727,J Walter Thompson London,2080114,Advertising Services,SW1X 7NW,0,0,1,0,-0.162928782,51.5009405
"Professional, Scientific and Technical Activities",7311,4729,Lip Service Casting Ltd,2080114,Advertising Services,W1F 9UH,0,0,1,0,-0.135323886,51.5115027
"Professional, Scientific and Technical Activities",7311,4732,D J M P A N,2080114,Advertising Services,W1F 9NB,0,0,1,0,-0.135979973,51.51237641
"Professional, Scientific and Technical Activities",7311,4734,Bygraves Bushell Valladares & Sheldon Ltd,2080114,Advertising Services,W1D 3QE,0,0,1,0,-0.131611825,51.51558018
"Professional, Scientific and Technical Activities",7311,4739,Mercieca,2080114,Advertising Services,W1C 2JD,0,0,1,0,-0.147383296,51.51441853
"Professional, Scientific and Technical Activities",7311,4750,Portman Consultancy,2080114,Advertising Services,W2 5NU,0,0,1,0,-0.192289149,51.5170436
"Professional, Scientific and Technical Activities",7311,4752,Sold Out,2080114,Advertising Services,W1W 8BE,0,0,1,0,-0.139794707,51.5174368
"Professional, Scientific and Technical Activities",7311,4753,Total Media,2080114,Advertising Services,W1F 8GQ,0,0,1,0,-0.136686134,51.51520228
"Professional, Scientific and Technical Activities",7311,4756,Astus UK,2080114,Advertising Services,WC2E 7HA,0,0,1,0,-0.121760858,51.51084565
"Professional, Scientific and Technical Activities",7311,4757,7 Stars,2080114,Advertising Services,WC2B 4PJ,0,0,1,0,-0.11776731,51.51228338
"Professional, Scientific and Technical Activities",7311,4759,Publicis London,2080114,Advertising Services,W1U 6AE,0,0,1,0,-0.156206789,51.52005197
"Professional, Scientific and Technical Activities",7311,4766,Greg Corbett Associates Ltd,2080114,Advertising Services,SW1W 0AU,0,0,1,0,-0.145746242,51.49581413
"Professional, Scientific and Technical Activities",7311,4767,Blow Up Media UK Ltd,2080114,Advertising Services,W1W 5AJ,0,0,1,0,-0.142453839,51.52204534
"Professional, Scientific and Technical Activities",7311,4770,Real Media UK Ltd,2080114,Advertising Services,W2 6BU,0,0,1,0,-0.18124613,51.51743312
"Professional, Scientific and Technical Activities",7311,4776,Plus Agency London,2080114,Advertising Services,W1F 9UH,0,0,1,0,-0.135323886,51.5115027
"Professional, Scientific and Technical Activities",7311,4777,Ubiquitous,2080114,Advertising Services,W1F 7TE,0,0,1,0,-0.14031918,51.5144686
"Professional, Scientific and Technical Activities",7311,4778,Essence Global,2080114,Advertising Services,W1D 1NN,0,0,1,0,-0.139318525,51.51603541
"Professional, Scientific and Technical Activities",7311,4779,Network,2080114,Advertising Services,W1W 5AJ,0,0,1,0,-0.142446564,51.52204702
"Professional, Scientific and Technical Activities",7311,4782,The Brooklyn Brothers,2080114,Advertising Services,W1D 7DP,0,0,1,0,-0.135361863,51.51127849
"Professional, Scientific and Technical Activities",7311,4783,Clear Channel,2080114,Advertising Services,W1F 9JW,0,0,1,0,-0.137791023,51.51192947
"Professional, Scientific and Technical Activities",7311,4788,The Grove Media,2080114,Advertising Services,W2,0,0,1,0,-0.192087348,51.51522402
"Professional, Scientific and Technical Activities",7311,4791,John Ayling & Associates,2080114,Advertising Services,W1D 3QR,0,0,1,0,-0.131660059,51.51475364
"Professional, Scientific and Technical Activities",7311,5421,Webber Represents,2080114,Advertising Services,W1T 1PE,0,0,1,0,-0.135255604,51.51740969
"Professional, Scientific and Technical Activities",7311,5618,White Spider Media,2080114,Advertising Services,SW1P 2PN,0,0,1,0,-0.132572439,51.49385155
"Professional, Scientific and Technical Activities",7311,5643,Khaleej Times,2080114,Advertising Services,W1H 7TQ,0,0,1,0,-0.160539667,51.51590253
"Professional, Scientific and Technical Activities",7311,5657,Henley Media Group,2080114,Advertising Services,SW1W 9SR,0,0,1,0,-0.147392105,51.49292027
"Professional, Scientific and Technical Activities",7311,5851,Tag Ltd,2080114,Advertising Services,W1F 8PR,0,0,1,0,-0.136459051,51.51405663
"Professional, Scientific and Technical Activities",7311,6144,Smithfield Consultants,2080114,Advertising Services,SW1E 6QT,0,0,1,0,-0.136908967,51.49702295
"Professional, Scientific and Technical Activities",7311,6286,Together Communications,2080114,Advertising Services,W9 2JG,0,0,1,0,-0.18573972,51.5229944
"Professional, Scientific and Technical Activities",7311,6550,The & Partnership,2080114,Advertising Services,W1T 1QL,0,0,1,0,-0.132751078,51.51697418
"Professional, Scientific and Technical Activities",7311,6715,C B Prime Ltd,2080114,Advertising Services,SW1P 2JP,0,0,1,0,-0.132542609,51.49775383
"Professional, Scientific and Technical Activities",7311,7150,Metia,2080114,Advertising Services,W1D 5DU,0,0,1,0,-0.131216518,51.51256139
"Professional, Scientific and Technical Activities",7311,7163,Hadwick Media Ltd,2080114,Advertising Services,W1G 9QR,0,0,1,0,-0.146684056,51.51779765
"Professional, Scientific and Technical Activities",7311,7183,Adam & Eve D D B,2080114,Advertising Services,W2 6AA,0,0,1,0,-0.180675602,51.51804206
"Professional, Scientific and Technical Activities",7311,7251,Grand Visual,2080114,Advertising Services,W1B 5RT,0,0,1,0,-0.137219782,51.51024689
"Professional, Scientific and Technical Activities",7311,7490,Smuggler London Ltd,2080114,Advertising Services,W1W 7BQ,0,0,1,0,-0.139505893,51.51851132
"Professional, Scientific and Technical Activities",7311,7555,Medialab,2080114,Advertising Services,W1W 7JB,0,0,1,0,-0.140674087,51.51743276
"Professional, Scientific and Technical Activities",7311,7585,B C M Advertising,2080114,Advertising Services,W1G 6NU,0,0,1,0,-0.1511534,51.52026019
"Professional, Scientific and Technical Activities",7311,7782,Studio Hansa,2080114,Advertising Services,W1T 3QE,0,0,1,0,-0.1380207,51.5171119
"Professional, Scientific and Technical Activities",7311,7898,Healthcircle,2080114,Advertising Services,W1B 5TD,0,0,1,0,-0.139436439,51.51208058
"Professional, Scientific and Technical Activities",7311,7923,Madison Bell,2080114,Advertising Services,W1D 3QP,0,0,1,0,-0.131553476,51.51559724
"Professional, Scientific and Technical Activities",7311,7988,J C Decaux,2080114,Advertising Services,W2 1YR,0,0,1,0,-0.169991377,51.51846126
"Professional, Scientific and Technical Activities",7311,8025,The Network One,2080114,Advertising Services,W1F 9RL,0,0,1,0,-0.136676305,51.51261768
"Professional, Scientific and Technical Activities",7311,8133,A T M - A D,2080114,Advertising Services,W1W 8HS,0,0,1,0,-0.140020291,51.51763102
"Professional, Scientific and Technical Activities",7311,8286,Sub TV U,2080114,Advertising Services,SW1W 9SA,0,0,1,0,-0.147653293,51.49351341
"Professional, Scientific and Technical Activities",7311,8362,M Six,2080114,Advertising Services,W1T 1NB,0,0,1,0,-0.134933297,51.51789016
"Professional, Scientific and Technical Activities",7311,8425,Content Is King,2080114,Advertising Services,WC2E 9NG,0,0,1,0,-0.122402205,51.51452487
"Professional, Scientific and Technical Activities",7311,8718,Green Rock,2080114,Advertising Services,W1W 7FA,0,0,1,0,-0.142654171,51.51765298
"Professional, Scientific and Technical Activities",7311,8921,Publicis Chemistry,2080114,Advertising Services,W1U 6AE,0,0,1,0,-0.156153524,51.51994323
"Professional, Scientific and Technical Activities",7311,8926,Audience Media Ltd,2080114,Advertising Services,W1U 8AP,0,0,1,0,-0.158079374,51.51901129
"Professional, Scientific and Technical Activities",7311,9280,Lida,2080114,Advertising Services,W1F 9EE,0,0,1,0,-0.137691922,51.51209786
"Professional, Scientific and Technical Activities",7311,9365,Feref,2080114,Advertising Services,W1F 9NE,0,0,1,0,-0.136214911,51.51262294
"Professional, Scientific and Technical Activities",7311,9515,Learner Adams Bones,2080114,Advertising Services,W1D 7EQ,0,0,1,0,-0.133942669,51.51109405
"Professional, Scientific and Technical Activities",7311,9555,Tantrum,2080114,Advertising Services,W1F 8TE,0,0,1,0,-0.135923302,51.51447076
"Professional, Scientific and Technical Activities",7311,9558,The Press Association,2080114,Advertising Services,SW1V 1AE,0,0,1,0,-0.141578936,51.49519962
"Professional, Scientific and Technical Activities",7311,9579,I M D,2080114,Advertising Services,W1G 0JW,0,0,1,0,-0.143095566,51.51601434
"Professional, Scientific and Technical Activities",7311,9616,V C C P,2080114,Advertising Services,SW1P 1DH,0,0,1,0,-0.136807868,51.49596921
"Professional, Scientific and Technical Activities",7311,9806,Keith Bishop Public Relations Ltd,2080114,Advertising Services,W1D 5BF,0,0,1,0,-0.131753884,51.51281275
"Professional, Scientific and Technical Activities",7311,10245,Another Tongue,2080114,Advertising Services,W1F 8DS,0,0,1,0,-0.13620256,51.51469102
"Professional, Scientific and Technical Activities",7311,10281,M & C Saatchi,2080114,Advertising Services,W1F 9EE,0,0,1,0,-0.137691922,51.51209786
"Professional, Scientific and Technical Activities",7311,10464,Yves Saint Laurent Press Office,2080114,Advertising Services,W1S 4LZ,0,0,1,0,-0.142766223,51.50922878
"Professional, Scientific and Technical Activities",7311,10523,Media Arts Lab,2080114,Advertising Services,WC2H 0BA,0,0,1,0,-0.128707957,51.51293505
"Professional, Scientific and Technical Activities",7311,10527,T M W Unlimited,2080114,Advertising Services,WC2H 9EA,0,0,1,0,-0.127475942,51.51240281
"Professional, Scientific and Technical Activities",7311,10777,Gold Radio,2080114,Advertising Services,WC2H 7LA,0,0,1,0,-0.129082079,51.51013535
"Professional, Scientific and Technical Activities",7311,10801,Soho Media Group,2080114,Advertising Services,W1D 7JZ,0,0,1,0,-0.134089341,51.51138415
"Professional, Scientific and Technical Activities",7311,10827,Reed Words,2080114,Advertising Services,W1F 7PR,0,0,1,0,-0.139037431,51.51373787
"Professional, Scientific and Technical Activities",7311,10828,Candyspace,2080114,Advertising Services,WC2B 4LL,0,0,1,0,-0.116371666,51.51292642
"Professional, Scientific and Technical Activities",7311,10914,Captify,2080114,Advertising Services,WC2H 9JA,0,0,1,0,-0.124994333,51.51317249
"Professional, Scientific and Technical Activities",7311,11192,Ignition Creative,2080114,Advertising Services,W1T 1QD,0,0,1,0,-0.136226563,51.51869307
"Professional, Scientific and Technical Activities",7311,11227,I Crossing,2080114,Advertising Services,SW1P 4NP,0,0,1,0,-0.133506997,51.49178016
"Professional, Scientific and Technical Activities",7311,11255,Construct London,2080114,Advertising Services,W1S 1NG,0,0,1,0,-0.142503267,51.51356799
"Professional, Scientific and Technical Activities",7311,11268,Jaegerson Digital,2080114,Advertising Services,WC2N 6AA,0,0,1,0,-0.121982463,51.50966218
"Professional, Scientific and Technical Activities",7311,11455,Galaxis Media,2080114,Advertising Services,W1F 9DX,0,0,1,0,-0.136969294,51.51108821
"Professional, Scientific and Technical Activities",7311,12003,Final Cut Ltd,2080114,Advertising Services,W1W 8RN,0,0,1,0,-0.140171282,51.51703811
"Professional, Scientific and Technical Activities",7311,12069,Loot Ltd,2080114,Advertising Services,W1J 5HD,0,0,1,0,-0.145392461,51.50772362
"Professional, Scientific and Technical Activities",7311,12070,Sense,2080114,Advertising Services,W1D 1LN,0,0,1,0,-0.135333227,51.51621492
"Professional, Scientific and Technical Activities",7311,12161,Creative Colab,2080114,Advertising Services,W9 3DE,0,0,1,0,-0.203379835,51.53078357
"Professional, Scientific and Technical Activities",7311,12200,King Media Ltd,2080114,Advertising Services,W2 5RT,0,0,1,0,-0.19362322,51.51538257
"Professional, Scientific and Technical Activities",7311,12266,Smart Moving Media UK Ltd,2080114,Advertising Services,W1H 1NB,0,0,1,0,-0.162950283,51.51939342
"Professional, Scientific and Technical Activities",7311,12354,cloud9develops.com,2080114,Advertising Services,W1W 7LT,0,0,1,0,-0.142404836,51.51846735
"Professional, Scientific and Technical Activities",7311,12358,Ocean Outdoor UK Ltd,2080114,Advertising Services,W1F 7TS,0,0,1,0,-0.14120893,51.51488107
"Professional, Scientific and Technical Activities",7311,12373,Mediatel,2080114,Advertising Services,WC2N 4BE,0,0,1,0,-0.127136722,51.50978057
"Professional, Scientific and Technical Activities",7311,12439,Electricsads,2080114,Advertising Services,W1B 4NR,0,0,1,0,-0.139456088,51.5113507
"Professional, Scientific and Technical Activities",7311,12461,Lime Digital,2080114,Advertising Services,W1T 1JU,0,0,1,0,-0.13336368,51.51644438
"Professional, Scientific and Technical Activities",7311,12467,Clear Strategy,2080114,Advertising Services,W1F 9EE,0,0,1,0,-0.137691922,51.51209786
"Professional, Scientific and Technical Activities",7311,12492,Vivastreet,2080114,Advertising Services,W1B,0,0,1,0,-0.137315936,51.51071603
"Professional, Scientific and Technical Activities",7311,12534,Omnicom Finance,2080114,Advertising Services,WC2R 0DW,0,0,1,0,-0.1215131,51.5102122
"Professional, Scientific and Technical Activities",7311,12564,Gingermay,2080114,Advertising Services,W1W 7FA,0,0,1,0,-0.142654171,51.51765298
"Professional, Scientific and Technical Activities",7311,12768,Triple a Media,2080114,Advertising Services,W1W 8QU,0,0,1,0,-0.141067057,51.5169498
"Professional, Scientific and Technical Activities",7311,12792,D N V Media Ltd,2080114,Advertising Services,W1G 8QD,0,0,1,0,-0.147512211,51.51870099
"Professional, Scientific and Technical Activities",7311,12803,Bfresh Production Ltd,2080114,Advertising Services,W1W 6DN,0,0,1,0,-0.139213887,51.52001743
"Professional, Scientific and Technical Activities",7311,12817,Ebee Health,2080114,Advertising Services,SW1Y 4EE,0,0,1,0,-0.132381535,51.51015197
"Professional, Scientific and Technical Activities",7311,12840,Brand Impact Group,2080114,Advertising Services,WC2N 6AA,0,0,1,0,-0.121982463,51.50966218
"Professional, Scientific and Technical Activities",7311,12873,Swedish Promotion Ltd,2080114,Advertising Services,W1H 2AG,0,0,1,0,-0.160199982,51.51896724
"Professional, Scientific and Technical Activities",7311,12952,Joint London,2080114,Advertising Services,W1W 8AP,0,0,1,0,-0.139688135,51.51580747
"Professional, Scientific and Technical Activities",7311,12999,Catalyst Music,2080114,Advertising Services,W1S 4HZ,0,0,1,0,-0.135721489,51.51800161
"Professional, Scientific and Technical Activities",7311,13052,Coy Communications,2080114,Advertising Services,NW8 6AG,0,0,1,0,-0.172940487,51.53520531
"Professional, Scientific and Technical Activities",7311,13218,R T L Adconnect Ltd,2080114,Advertising Services,W1S 1TE,0,0,1,0,-0.14518582,51.51423093
"Professional, Scientific and Technical Activities",7311,13511,Smart Media UK Ltd,2080114,Advertising Services,W1F 7JP,0,0,1,0,-0.138382821,51.51424005
"Professional, Scientific and Technical Activities",7311,13547,Nelson Bostock Unlimited,2080114,Advertising Services,W1F 9NB,0,0,1,0,-0.135979973,51.51237641
"Professional, Scientific and Technical Activities",7311,13664,Harmony,2080114,Advertising Services,WC2H 0DP,0,0,1,0,-0.129684848,51.51371499
"Professional, Scientific and Technical Activities",7311,13842,House of Experience,2080114,Advertising Services,W1W 8EA,0,0,1,0,-0.138526808,51.51636457
"Professional, Scientific and Technical Activities",7311,13891,The Corner London,2080114,Advertising Services,W1D 3DA,0,0,1,0,-0.133350588,51.51394425
"Professional, Scientific and Technical Activities",7311,13936,Arrow Media,2080114,Advertising Services,W1W 8RW,0,0,1,0,-0.14062183,51.51694634
"Professional, Scientific and Technical Activities",7311,14072,Precious Media,2080114,Advertising Services,W1B 5PE,0,0,1,0,-0.138634053,51.51231964
"Professional, Scientific and Technical Activities",7311,14144,Ratio Creative,2080114,Advertising Services,W1W 7LT,0,0,1,0,-0.142404836,51.51846735
"Professional, Scientific and Technical Activities",7311,14250,Bandstand,2080114,Advertising Services,W1F 8RQ,0,0,1,0,-0.135342684,51.51421873
"Professional, Scientific and Technical Activities",7311,14264,The Online Studio,2080114,Advertising Services,W1S 2XA,0,0,1,0,-0.141227131,51.51305319
"Professional, Scientific and Technical Activities",7311,14531,Able,2080114,Advertising Services,W1W 8DP,0,0,1,0,-0.139150682,51.51661726
"Professional, Scientific and Technical Activities",7311,14535,Poke London Ltd,2080114,Advertising Services,W1U 6AE,0,0,1,0,-0.156153524,51.51994323
"Professional, Scientific and Technical Activities",7311,14555,Admaxin Ltd,2080114,Advertising Services,W1W 8QX,0,0,1,0,-0.141079828,51.51702554
"Professional, Scientific and Technical Activities",7311,14607,Naviga Global,2080114,Advertising Services,W1T 3JA,0,0,1,0,-0.137036878,51.51861601
"Professional, Scientific and Technical Activities",7311,14886,Talon Outdoor,2080114,Advertising Services,W1T 1JU,0,0,1,0,-0.13336368,51.51644438
"Professional, Scientific and Technical Activities",7311,14989,M Cap Media Ltd,2080114,Advertising Services,W1K 6LX,0,0,1,0,-0.153359937,51.51346066
"Professional, Scientific and Technical Activities",7311,15079,Across the Pond,2080114,Advertising Services,W1D 4SN,0,0,1,0,-0.132019575,51.51371623
"Professional, Scientific and Technical Activities",7311,15094,Blackmilk Media,2080114,Advertising Services,W1D 7AY,0,0,1,0,-0.133888526,51.51171367
"Professional, Scientific and Technical Activities",7311,15096,Ascential,2080114,Advertising Services,W1B 5AN,0,0,1,0,-0.136723258,51.51076057
"Professional, Scientific and Technical Activities",7311,15113,Wave Media Partners,2080114,Advertising Services,SW1W 0AU,0,0,1,0,-0.145746242,51.49581413
"Professional, Scientific and Technical Activities",7311,15117,The Internet Advertising Bureau Iab,2080114,Advertising Services,WC2E,0,0,1,0,-0.122486565,51.51408558
"Professional, Scientific and Technical Activities",7311,15183,Ideabar Multilingual Placemats,2080114,Advertising Services,NW1 6UH,0,0,1,0,-0.166000181,51.52276836
"Professional, Scientific and Technical Activities",7311,15205,Ei Agency Ltd,2080114,Advertising Services,W1W 6JJ,0,0,1,0,-0.143496829,51.5206788
"Professional, Scientific and Technical Activities",7311,15216,Really Creative Media,2080114,Advertising Services,W1W 7EF,0,0,1,0,-0.139697058,51.51912585
"Professional, Scientific and Technical Activities",7311,15430,Media Intelligence Partners,2080114,Advertising Services,SW1H 0HW,0,0,1,0,-0.135006377,51.49739737
"Professional, Scientific and Technical Activities",7311,15487,TRUE,2080114,Advertising Services,W1D 1LP,0,0,1,0,-0.135478731,51.51618126
"Professional, Scientific and Technical Activities",7311,15524,Capital City Media,2080114,Advertising Services,WC2N 6DF,0,0,1,0,-0.123257921,51.50808193
"Professional, Scientific and Technical Activities",7311,15767,C202 Ltd,2080114,Advertising Services,W1S 2GF,0,0,1,0,-0.140874016,51.51287673
"Professional, Scientific and Technical Activities",7311,16284,Stepping Stone Media Ltd,2080114,Advertising Services,W1T 3LN,0,0,1,0,-0.13657894,51.51747569
"Professional, Scientific and Technical Activities",7311,16307,Concentric Health Experience,2080114,Advertising Services,W1D 7EQ,0,0,1,0,-0.133942669,51.51109405
"Professional, Scientific and Technical Activities",7311,16312,Got Legs,2080114,Advertising Services,WC2A 2JR,0,0,1,0,-0.111762534,51.51425514
"Professional, Scientific and Technical Activities",7311,16420,Socialbear,2080114,Advertising Services,W1G 8DH,0,0,1,0,-0.15022973,51.51851008
"Professional, Scientific and Technical Activities",7311,16483,The Local Digital Company,2080114,Advertising Services,W1D 4EG,0,0,1,0,-0.131070518,51.51401585
"Professional, Scientific and Technical Activities",7311,16498,Vivado Tour,2080114,Advertising Services,W1W 7LT,0,0,1,0,-0.142404836,51.51846735
"Professional, Scientific and Technical Activities",7311,16515,Nautilus Marketing,2080114,Advertising Services,W1W 7LT,0,0,1,0,-0.142404836,51.51846735
"Professional, Scientific and Technical Activities",7311,16618,global.media,2080114,Advertising Services,W1B 4ND,0,0,1,0,-0.141234217,51.51323315
"Professional, Scientific and Technical Activities",7311,16667,P L M R,2080114,Advertising Services,SW1P 3BP,0,0,1,0,-0.128751862,51.49709091
"Professional, Scientific and Technical Activities",7311,16758,Variety Agency,2080114,Advertising Services,WC2A 2JR,0,0,1,0,-0.111797567,51.51445354
"Professional, Scientific and Technical Activities",7311,16778,Brandrocket,2080114,Advertising Services,W1U 2RY,0,0,1,0,-0.148416002,51.51667397
"Professional, Scientific and Technical Activities",7311,17405,M S Q,2080114,Advertising Services,WC2E 7AU,0,0,1,0,-0.121634838,51.51320866
"Professional, Scientific and Technical Activities",7311,17533,Certain Ltd,2080114,Advertising Services,W1F 8WE,0,0,1,0,-0.1349627,51.51434758
"Professional, Scientific and Technical Activities",7311,17542,U Climb Ltd,2080114,Advertising Services,W1W 5PF,0,0,1,0,-0.143698242,51.52161002
"Professional, Scientific and Technical Activities",7311,17577,S M P,2080114,Advertising Services,WC2B 4HN,0,0,1,0,-0.116117499,51.51349786
"Professional, Scientific and Technical Activities",7311,17593,Media Works,2080114,Advertising Services,W1B 5AW,0,0,1,0,-0.137835871,51.51068832
"Professional, Scientific and Technical Activities",7311,17683,Intermedia Total Marketing Ltd,2080114,Advertising Services,SW1Y 4PE,0,0,1,0,-0.133185084,51.50847416
"Professional, Scientific and Technical Activities",7311,17793,Serendipity 2,2080114,Advertising Services,W1W 6XB,0,0,1,0,-0.143778046,51.5201437
"Professional, Scientific and Technical Activities",7311,17973,Ocean Outdoor,2080114,Advertising Services,W1F 7TU,0,0,1,0,-0.141102937,51.51468785
"Professional, Scientific and Technical Activities",7311,18261,D D B Remedy Ltd,2080114,Advertising Services,W2 6AA,0,0,1,0,-0.180675602,51.51804206
"Professional, Scientific and Technical Activities",7311,18319,Full Communications Manchester Ltd,2080114,Advertising Services,W1G 0EF,0,0,1,0,-0.147598443,51.51622043
"Professional, Scientific and Technical Activities",7312,6107,John Spary Associates,2080122,Film and Video Services,W9 2JL,0,0,1,0,-0.193606406,51.52272913
"Professional, Scientific and Technical Activities",7312,17866,Location Collective,2080122,Film and Video Services,SW1H 0BD,0,0,1,0,-0.133526096,51.49942412
"Professional, Scientific and Technical Activities",7312,4164,Leisure & Style,2080134,Television and Radio Services,W1D 4HZ,0,0,1,0,-0.13304607,51.51293224
"Professional, Scientific and Technical Activities",7410,2289,Les Trois Garcons,2140214,Design Services,NW8 8EP,0,0,1,0,-0.169931193,51.52395381
"Professional, Scientific and Technical Activities",7410,2802,Ray Harris,2140214,Design Services,W2 5QH,0,0,1,0,-0.194869556,51.51885485
"Professional, Scientific and Technical Activities",7410,3703,Living Group,2140214,Design Services,W1D 3SG,0,0,1,0,-0.13295686,51.51370418
"Professional, Scientific and Technical Activities",7410,3853,Curious,2140214,Design Services,W1D 3SH,0,0,1,0,-0.133117569,51.51400349
"Professional, Scientific and Technical Activities",7410,4730,Head Creative Associates Ltd,2140214,Design Services,W1H 1PJ,0,0,1,0,-0.159772078,51.51992811
"Professional, Scientific and Technical Activities",7410,4775,L T D Design Consultants,2140214,Design Services,SW1V 2AJ,0,0,1,0,-0.140742365,51.49026744
"Professional, Scientific and Technical Activities",7410,4781,Luke Hughes,2140214,Design Services,WC2R 0EX,0,0,1,0,-0.120767523,51.51047003
"Professional, Scientific and Technical Activities",7410,5025,Hughes Design Associates,2140214,Design Services,NW1 6EA,0,0,1,0,-0.160471169,51.52439934
"Professional, Scientific and Technical Activities",7410,5038,Beyond Creative Ltd,2140214,Design Services,W1W 8EA,0,0,1,0,-0.138526808,51.51636457
"Professional, Scientific and Technical Activities",7410,5087,Art of Being by Elizabeth Emanuel,2140214,Design Services,W9 1SD,0,0,1,0,-0.178973368,51.52602791
"Professional, Scientific and Technical Activities",7410,5088,Ulrich Engler,2140214,Design Services,SW1V 2NY,0,0,1,0,-0.136650698,51.4888716
"Professional, Scientific and Technical Activities",7410,5109,Margaret Howell Ltd,2140214,Design Services,W1G 9RZ,0,0,1,0,-0.148284734,51.51706757
"Professional, Scientific and Technical Activities",7410,5117,Edge Interiors,2140214,Design Services,W9 1RS,0,0,1,0,-0.18077917,51.52842814
"Professional, Scientific and Technical Activities",7410,5426,Colourworks,2140214,Design Services,W1T 3QE,0,0,1,0,-0.1380207,51.5171119
"Professional, Scientific and Technical Activities",7410,5499,Sortz Pinewood,2140214,Design Services,W1W 8RH,0,0,1,0,-0.139519639,51.51725439
"Professional, Scientific and Technical Activities",7410,5501,Idea Works,2140214,Design Services,W1W 5QJ,0,0,1,0,-0.143489762,51.52227036
"Professional, Scientific and Technical Activities",7410,5523,Hunza G,2140214,Design Services,W1D 4SH,0,0,1,0,-0.132018134,51.51371621
