SIC_Section,SIC_Codes,id,name,pointx_class,classname,postcode,M,IC,PST,AER,lon,lat
"Arts, Entertainment and Recreation",9004,3684,Gallery Fumi,3170813,Art Galleries,W1J 6AS,0,0,0,1,-0.143541712,51.50929501
"Arts, Entertainment and Recreation",9004,3695,Waterhouse & Dodd,3170813,Art Galleries,W1S 3PL,0,0,0,1,-0.140333884,51.5112765
"Arts, Entertainment and Recreation",9004,3697,The Mayor Gallery,3170813,Art Galleries,W1S 3LZ,0,0,0,1,-0.141057609,51.51013693
"Arts, Entertainment and Recreation",9004,3698,Sprovieri,3170813,Art Galleries,W1B 4BJ,0,0,0,1,-0.139907678,51.51112586
"Arts, Entertainment and Recreation",9004,3712,Timothy Taylor Gallery,3170813,Art Galleries,W1J 8BG,0,0,0,1,-0.144430716,51.50727677
"Arts, Entertainment and Recreation",9004,3735,Offer Waterman,3170813,Art Galleries,W1S 1FJ,0,0,0,1,-0.143775678,51.51311153
"Arts, Entertainment and Recreation",9004,3742,Atlas Gallery,3170813,Art Galleries,W1U 7NF,0,0,0,1,-0.15537868,51.5194994
"Arts, Entertainment and Recreation",9004,3744,Richard Green Fine Paintings,3170813,Art Galleries,W1S 2RS,0,0,0,1,-0.143649552,51.51174717
"Arts, Entertainment and Recreation",9004,3754,Sladmore Gallery,3170813,Art Galleries,SW1Y 6LX,0,0,0,1,-0.139554932,51.50775706
"Arts, Entertainment and Recreation",9004,3773,Richard Green Fine Paintings,3170813,Art Galleries,W1S 2TS,0,0,0,1,-0.143891943,51.51131487
"Arts, Entertainment and Recreation",9004,3774,Stephen Friedman Gallery,3170813,Art Galleries,W1S 3AN,0,0,0,1,-0.141254615,51.51060766
"Arts, Entertainment and Recreation",9004,3783,The National Gallery,3170813,Art Galleries,WC2N 5DN,0,0,0,1,-0.127683547,51.50909688
"Arts, Entertainment and Recreation",9004,3787,Opera Gallery,3170813,Art Galleries,W1S 2TF,0,0,0,1,-0.144470543,51.51197149
"Arts, Entertainment and Recreation",9004,3791,The Cristea Roberts Gallery,3170813,Art Galleries,SW1Y 5JG,0,0,0,1,-0.136207911,51.50608527
"Arts, Entertainment and Recreation",9004,3797,The Witch Ball,3170813,Art Galleries,WC2N 4HE,0,0,0,1,-0.127354678,51.51079121
"Arts, Entertainment and Recreation",9004,3803,The Osborne Studio Gallery,3170813,Art Galleries,SW1X 8JU,0,0,0,1,-0.156616023,51.49920481
"Arts, Entertainment and Recreation",9004,3808,White Cube,3170813,Art Galleries,SW1Y 6BU,0,0,0,1,-0.137183168,51.50761151
"Arts, Entertainment and Recreation",9004,3817,Redfern Gallery Ltd,3170813,Art Galleries,W1S 3HL,0,0,0,1,-0.140916518,51.51006275
"Arts, Entertainment and Recreation",9004,3819,Portland Gallery,3170813,Art Galleries,SW1A 1RP,0,0,0,1,-0.140234447,51.50699448
"Arts, Entertainment and Recreation",9004,3898,Frith Street Gallery,3170813,Art Galleries,W1F 9JJ,0,0,0,1,-0.136970006,51.51124739
"Arts, Entertainment and Recreation",9004,4572,Selma Feriani Gallery,3170813,Art Galleries,W1S 2QN,0,0,0,1,-0.141925026,51.51304446
"Arts, Entertainment and Recreation",9004,4872,The Gallery of Everything,3170813,Art Galleries,W1U 7PS,0,0,0,1,-0.154550718,51.51858713
"Arts, Entertainment and Recreation",9004,5467,The Marylebone Gallery,3170813,Art Galleries,W1G 6PQ,0,0,0,1,-0.151370841,51.52129775
"Arts, Entertainment and Recreation",9004,5483,Railings Gallery Framing,3170813,Art Galleries,W1G 8UT,0,0,0,1,-0.151153954,51.51878723
"Arts, Entertainment and Recreation",9004,5831,Sims Reed,3170813,Art Galleries,SW1Y 6DD,0,0,0,1,-0.137767156,51.50707224
"Arts, Entertainment and Recreation",9004,5867,Malcolm Fairley Ltd,3170813,Art Galleries,SW1Y 6AU,0,0,0,1,-0.138213718,51.50636892
"Arts, Entertainment and Recreation",9004,5868,Alan Wheatley Art,3170813,Art Galleries,SW1Y 6BU,0,0,0,1,-0.137276904,51.50743314
"Arts, Entertainment and Recreation",9004,6001,Phillip Mould & Company,3170813,Art Galleries,SW1Y 5LU,0,0,0,1,-0.133809155,51.50695537
"Arts, Entertainment and Recreation",9004,6596,Willow Gallery,3170813,Art Galleries,SW1Y 6DF,0,0,0,1,-0.138006628,51.50734851
"Arts, Entertainment and Recreation",9004,6809,The Stephen Wiltshire Gallery,3170813,Art Galleries,SW1Y 4UY,0,0,0,1,-0.132097171,51.50769698
"Arts, Entertainment and Recreation",9004,7135,Proud Galleries,3170813,Art Galleries,WC2N 6BP,0,0,0,1,-0.123918897,51.50882989
"Arts, Entertainment and Recreation",9004,7157,Rafael Valls Ltd,3170813,Art Galleries,SW1Y 6BN,0,0,0,1,-0.137569685,51.50732089
"Arts, Entertainment and Recreation",9004,7217,Oliver Forge & Brendan Lynch Ltd,3170813,Art Galleries,SW1Y 5LU,0,0,0,1,-0.133677713,51.50699824
"Arts, Entertainment and Recreation",9004,7739,Simon Lee Gallery,3170813,Art Galleries,W1J 8DT,0,0,0,1,-0.142980333,51.50821601
"Arts, Entertainment and Recreation",9004,7747,Galerie Kreo,3170813,Art Galleries,W1J 8NZ,0,0,0,1,-0.143668613,51.50900926
"Arts, Entertainment and Recreation",9004,8035,The Barakat Gallery,3170813,Art Galleries,W1K 4HF,0,0,0,1,-0.146188962,51.51295187
"Arts, Entertainment and Recreation",9004,8073,Creative Art & Design Centre,3170813,Art Galleries,SW1P 1BB,0,0,0,1,-0.137437428,51.49642884
"Arts, Entertainment and Recreation",9004,8150,Lisson Gallery,3170813,Art Galleries,NW1 5BY,0,0,0,1,-0.169586339,51.52090628
"Arts, Entertainment and Recreation",9004,8155,Royal Society of Portrait Painters,3170813,Art Galleries,SW1Y 5AH,0,0,0,1,-0.130179381,51.50670601
"Arts, Entertainment and Recreation",9004,8687,Rosenfeld Porcini,3170813,Art Galleries,W1T 1NZ,0,0,0,1,-0.136017468,51.51851889
"Arts, Entertainment and Recreation",9004,8865,Massimo de Carlo,3170813,Art Galleries,W1S 3RG,0,0,0,1,-0.141578179,51.51080163
"Arts, Entertainment and Recreation",9004,9033,Zero10 Gallery,3170813,Art Galleries,W1F 0JS,0,0,0,1,-0.135920821,51.51308408
"Arts, Entertainment and Recreation",9004,9062,12 Star Gallery,3170813,Art Galleries,SW1P 3EU,0,0,0,1,-0.127701804,51.49564433
"Arts, Entertainment and Recreation",9004,9341,Pilar Corrias,3170813,Art Galleries,W1W 8EF,0,0,0,1,-0.138222498,51.5164047
"Arts, Entertainment and Recreation",9004,9527,National Portrait Gallery,3170813,Art Galleries,WC2H 0HE,0,0,0,1,-0.128478237,51.50939732
"Arts, Entertainment and Recreation",9004,9535,Pace Gallery,3170813,Art Galleries,W1S 1HQ,0,0,0,1,-0.1430943,51.51391907
"Arts, Entertainment and Recreation",9004,9587,Halcyon Gallery,3170813,Art Galleries,W1S 2RL,0,0,0,1,-0.143489933,51.51163224
"Arts, Entertainment and Recreation",9004,9884,Clarendon Fine Art,3170813,Art Galleries,W1S 4FF,0,0,0,1,-0.141800759,51.50781065
"Arts, Entertainment and Recreation",9004,10193,Pippy Houldsworth Gallery,3170813,Art Galleries,W1B 4BT,0,0,0,1,-0.139420571,51.51105518
"Arts, Entertainment and Recreation",9004,10351,St Vincent House,3170813,Art Galleries,WC2H 7HH,0,0,0,1,-0.130143968,51.50919008
"Arts, Entertainment and Recreation",9004,10440,Prahlad Bubbar,3170813,Art Galleries,W1S 3NQ,0,0,0,1,-0.141736967,51.51079515
"Arts, Entertainment and Recreation",9004,10458,P I Artwork,3170813,Art Galleries,W1W 8EG,0,0,0,1,-0.138135709,51.51641231
"Arts, Entertainment and Recreation",9004,10471,Berloni Gallery,3170813,Art Galleries,W1W 8SW,0,0,0,1,-0.140285518,51.51663976
"Arts, Entertainment and Recreation",9004,11137,Delphian Gallery,3170813,Art Galleries,WC2E 8NA,0,0,0,1,-0.123983914,51.51110604
"Arts, Entertainment and Recreation",9004,11171,Parafin,3170813,Art Galleries,W1C 2AL,0,0,0,1,-0.147489767,51.51392562
"Arts, Entertainment and Recreation",9004,12326,Gagosian Gallery,3170813,Art Galleries,W1K 3QD,0,0,0,1,-0.146177511,51.51145893
"Arts, Entertainment and Recreation",9004,13247,Ordovas Ltd,3170813,Art Galleries,W1S 2ER,0,0,0,1,-0.141586277,51.51166504
"Arts, Entertainment and Recreation",9004,13359,Kuma Exhibitions Ltd,3170813,Art Galleries,SW7 2PN,0,0,0,1,-0.173692679,51.49911229
"Arts, Entertainment and Recreation",9004,13533,Dance Umbrella Ltd,3170813,Art Galleries,WC2R 1LA,0,0,0,1,-0.117977957,51.51101881
"Arts, Entertainment and Recreation",9004,13602,Belmacz,3170813,Art Galleries,W1K 4LX,0,0,0,1,-0.148401494,51.5124113
"Arts, Entertainment and Recreation",9004,13628,Almine Rech Gallery,3170813,Art Galleries,W1K 3JH,0,0,0,1,-0.146645125,51.51165516
"Arts, Entertainment and Recreation",9004,13821,10 Hanover,3170813,Art Galleries,W1S 1YQ,0,0,0,1,-0.142674274,51.51361566
"Arts, Entertainment and Recreation",9004,13828,G R A D,3170813,Art Galleries,W1W 7JB,0,0,0,1,-0.140674087,51.51743276
"Arts, Entertainment and Recreation",9004,13938,67 York Street,3170813,Art Galleries,W1H 1QB,0,0,0,1,-0.162473412,51.51978162
"Arts, Entertainment and Recreation",9004,14187,Lullo Pampoulides,3170813,Art Galleries,SW1Y 6LX,0,0,0,1,-0.139488052,51.50763011
"Arts, Entertainment and Recreation",9004,14202,Stair Sainty,3170813,Art Galleries,W1S 4NL,0,0,0,1,-0.142496688,51.50841518
"Arts, Entertainment and Recreation",9004,14261,Omer Tiroche Gallery,3170813,Art Galleries,W1S 2XP,0,0,0,1,-0.142404792,51.51209166
"Arts, Entertainment and Recreation",9004,14280,Marian Goodman Projects,3170813,Art Galleries,W1F 9JP,0,0,0,1,-0.137608956,51.5113052
"Arts, Entertainment and Recreation",9004,14313,House of Minalima,3170813,Art Galleries,W1F 8WQ,0,0,0,1,-0.134987836,51.51443791
"Arts, Entertainment and Recreation",9004,14426,Maddox Gallery,3170813,Art Galleries,W1J 7HW,0,0,0,1,-0.146550396,51.50617723
"Arts, Entertainment and Recreation",9004,14460,Lyndsey Ingram Ltd,3170813,Art Galleries,W1K,0,0,0,1,-0.145267814,51.5111478
"Arts, Entertainment and Recreation",9004,14513,Luminaire Arts Ltd,3170813,Art Galleries,SW1V 2HF,0,0,0,1,-0.140084487,51.49192063
"Arts, Entertainment and Recreation",9004,14573,Hignell Gallery,3170813,Art Galleries,W1J 7JF,0,0,0,1,-0.146991345,51.50631909
"Arts, Entertainment and Recreation",9004,14603,Galerie Thaddaeus Ropac,3170813,Art Galleries,W1S 4NJ,0,0,0,1,-0.142536602,51.50849675
"Arts, Entertainment and Recreation",9004,14657,Woldt Gallery,3170813,Art Galleries,NW8 0QY,0,0,0,1,-0.184017539,51.536933
"Arts, Entertainment and Recreation",9004,14988,Serpentine Gallery,3170813,Art Galleries,W2 3XA,0,0,0,1,-0.175007514,51.50478903
"Arts, Entertainment and Recreation",9004,15138,Brun Fine Art Ltd,3170813,Art Galleries,W1S 4QW,0,0,0,1,-0.140802233,51.50862214
"Arts, Entertainment and Recreation",9004,15146,Tiwani Contemporary,3170813,Art Galleries,W1W 8BP,0,0,0,1,-0.141806608,51.51687519
"Arts, Entertainment and Recreation",9004,15157,Kallos Gallery,3170813,Art Galleries,W1J 5BQ,0,0,0,1,-0.149186827,51.5069023
"Arts, Entertainment and Recreation",9004,15191,Aktis Gallery,3170813,Art Galleries,SW1Y 6LX,0,0,0,1,-0.138755186,51.50793322
"Arts, Entertainment and Recreation",9004,15197,Galeries Bartoux,3170813,Art Galleries,W1S 1SS,0,0,0,1,-0.146208091,51.51354567
"Arts, Entertainment and Recreation",9004,15199,Huxley Parlour,3170813,Art Galleries,W1B 4DE,0,0,0,1,-0.137434046,51.50919817
"Arts, Entertainment and Recreation",9004,15209,Galerie Patrick Seguin,3170813,Art Galleries,W1K 4HN,0,0,0,1,-0.147191135,51.51276087
"Arts, Entertainment and Recreation",9004,15221,Maddox Gallery,3170813,Art Galleries,W1S 2QE,0,0,0,1,-0.141562555,51.51331029
"Arts, Entertainment and Recreation",9004,15247,Levy Gorvy Dawan,3170813,Art Galleries,W1S 4PY,0,0,0,1,-0.140927358,51.50944244
"Arts, Entertainment and Recreation",9004,16332,Matthew Holder European Works of Art & Sculpture,3170813,Art Galleries,W1K 5LP,0,0,0,1,-0.148511825,51.51360005
"Arts, Entertainment and Recreation",9004,17614,Visual Artists Association,3170813,Art Galleries,W1W 7LT,0,0,0,1,-0.142404836,51.51846735
"Arts, Entertainment and Recreation",9004,17664,Richard Saltoun,3170813,Art Galleries,W1S 4NS,0,0,0,1,-0.142122478,51.50804955
"Arts, Entertainment and Recreation",9004,17855,Plazzotta,3170813,Art Galleries,SW1Y 6QB,0,0,0,1,-0.138283752,51.5071254
"Arts, Entertainment and Recreation",9004,17882,R W S Gallery,3170813,Art Galleries,WC2H 7HA,0,0,0,1,-0.130201454,51.50838437
"Arts, Entertainment and Recreation",9004,17959,Shapero Modern,3170813,Art Galleries,W1S 2PD,0,0,0,1,-0.143660878,51.51239032
"Arts, Entertainment and Recreation",9101,6379,Maida Vale Library,6340458,Libraries,W9 2QT,0,0,0,1,-0.190459167,51.52466795
"Arts, Entertainment and Recreation",9101,6408,Queen's Park Library,6340458,Libraries,W10 4NE,0,0,0,1,-0.210937816,51.52702335
"Arts, Entertainment and Recreation",9101,6718,Rudolph Steiner House Library,6340458,Libraries,NW1 6XT,0,0,0,1,-0.160586743,51.52489394
"Arts, Entertainment and Recreation",9101,7409,Goethe Institut Library,6340458,Libraries,SW7 2PH,0,0,0,1,-0.173778022,51.49950029
"Arts, Entertainment and Recreation",9101,8461,Mayfair Library,6340458,Libraries,W1K 2PB,0,0,0,1,-0.151147558,51.50937019
"Arts, Entertainment and Recreation",9101,10055,R C V S Knowledge,6340458,Libraries,SW1P 2AF,0,0,0,1,-0.1278302,51.49497194
"Arts, Entertainment and Recreation",9101,10433,Westminster Reference Library,6340458,Libraries,WC2H 7HP,0,0,0,1,-0.129807634,51.50966133
"Arts, Entertainment and Recreation",9101,10939,L S E Library,6340458,Libraries,WC2A 2HD,0,0,0,1,-0.115918223,51.51483455
"Arts, Entertainment and Recreation",9101,11583,Pimlico Libary,6340458,Libraries,SW1V 3AT,0,0,0,1,-0.137196086,51.48817795
"Arts, Entertainment and Recreation",9101,11624,Marylebone Library,6340458,Libraries,W1G 9UQ,0,0,0,1,-0.150631078,51.51892107
"Arts, Entertainment and Recreation",9101,11633,Charing Cross Library,6340458,Libraries,WC2H 0HF,0,0,0,1,-0.128125308,51.51027296
"Arts, Entertainment and Recreation",9101,11885,St Johns Wood Library,6340458,Libraries,NW8 6PD,0,0,0,1,-0.172451221,51.53374092
"Arts, Entertainment and Recreation",9101,12423,Paddington Library,6340458,Libraries,W2 5DP,0,0,0,1,-0.188645132,51.51741633
"Arts, Entertainment and Recreation",9101,13683,St Martin's Lane Library,6340458,Libraries,WC2H 9DL,0,0,0,1,-0.12727521,51.50991767
"Arts, Entertainment and Recreation",9101,17944,House of Commons Library,6340458,Libraries,SW1A 2DG,0,0,0,1,-0.125702808,51.5018802
"Arts, Entertainment and Recreation",9101,19351,Victoria Library & Westminster Music Library,6340458,Libraries,SW1W 9UD,0,0,0,1,-0.147866584,51.49290708
"Arts, Entertainment and Recreation",9101,19559,The London Library,6340458,Libraries,SW1Y 4LG,0,0,0,1,-0.137006953,51.50733893
"Arts, Entertainment and Recreation",9101,20050,The Bridgeman Art Library,6340458,Libraries,W2 4PH,0,0,0,1,-0.192323501,51.51508378
"Arts, Entertainment and Recreation",9101,20090,Little Venice Sports Centre Library,6340458,Libraries,W2 1ND,0,0,0,1,-0.177209808,51.52253843
"Arts, Entertainment and Recreation",9101,20091,Westminster Libraries Archives Centre,6340458,Libraries,SW1P 2DE,0,0,0,1,-0.130173596,51.49755422
"Arts, Entertainment and Recreation",9101,20185,Church Street Library,6340458,Libraries,NW8 8EU,0,0,0,1,-0.170230495,51.52296032
"Arts, Entertainment and Recreation",9101,21411,Paddington Children's Library,6340458,Libraries,W2 5ED,0,0,0,1,-0.194846459,51.51943901
"Arts, Entertainment and Recreation",9101,6267,City of Westminster Archives Centre,2150221,Container and Storage,SW1P 2DE,0,0,0,1,-0.130173596,51.49755422
"Arts, Entertainment and Recreation",9102,3619,Apsley House,3170248,Museums,W1J 7NT,0,0,0,1,-0.151864279,51.50341046
"Arts, Entertainment and Recreation",9102,3646,Alexander Fleming Museum,3170248,Museums,W2 1NY,0,0,0,1,-0.174211861,51.51712331
"Arts, Entertainment and Recreation",9102,3708,The Cartoon Museum,3170248,Museums,W1T 3PT,0,0,0,1,-0.138821943,51.51761022
"Arts, Entertainment and Recreation",9102,3798,Memorial Scrolls Trust,3170248,Museums,SW7 1BX,0,0,0,1,-0.166600877,51.50134868
"Arts, Entertainment and Recreation",9102,3801,London Transport Museum,3170248,Museums,WC2E 7BB,0,0,0,1,-0.121242699,51.51212598
"Arts, Entertainment and Recreation",9102,3820,The Wallace Collection,3170248,Museums,W1U 3BN,0,0,0,1,-0.153129611,51.51769429
"Arts, Entertainment and Recreation",9102,3831,Two Temple Place,3170248,Museums,WC2R 3BD,0,0,0,1,-0.112246978,51.51160115
"Arts, Entertainment and Recreation",9102,6549,The Guards Museum,3170248,Museums,SW1E 6HQ,0,0,0,1,-0.137667071,51.49998454
"Arts, Entertainment and Recreation",9102,7214,Tate,3170248,Museums,SW1P 4RG,0,0,0,1,-0.127205959,51.49087037
"Arts, Entertainment and Recreation",9102,7800,London Film Museum,3170248,Museums,WC2E 7BN,0,0,0,1,-0.121250811,51.51238419
"Arts, Entertainment and Recreation",9102,8284,Benjamin Franklin House,3170248,Museums,WC2N 5NF,0,0,0,1,-0.124918818,51.50764088
"Arts, Entertainment and Recreation",9102,8296,The British Museum,3170248,Museums,W2 5LJ,0,0,0,1,-0.196784587,51.51744552
"Arts, Entertainment and Recreation",9102,9570,The Household Cavalry Museum,3170248,Museums,SW1A 2AX,0,0,0,1,-0.127266,51.50497613
"Arts, Entertainment and Recreation",9102,13572,Churchill War Rooms,3170248,Museums,SW1A 2AQ,0,0,0,1,-0.126598891,51.5021643
"Arts, Entertainment and Recreation",9102,15431,Rigb Ltd,3170248,Museums,W1S 4BS,0,0,0,1,-0.142578567,51.5099452
"Arts, Entertainment and Recreation",9102,17601,National Justice Museum,3170248,Museums,WC2A 2LL,0,0,0,1,-0.114234997,51.51441182
"Arts, Entertainment and Recreation",9102,21288,Madame Tussauds,3170248,Museums,NW1 5LR,0,0,0,1,-0.155051229,51.52296535
"Arts, Entertainment and Recreation",9103,60,Enclosure,3170240,Archaeological Sites,W8,0,0,0,1,-0.180546016,51.50537866
"Arts, Entertainment and Recreation",9103,61,Field System,3170240,Archaeological Sites,W2,0,0,0,1,-0.166378723,51.51047258
"Arts, Entertainment and Recreation",9103,334,Watling Street Roman Road (Course Of),3170240,Archaeological Sites,W9,0,0,0,1,-0.188531723,51.53436801
"Arts, Entertainment and Recreation",9103,335,Watling Street Roman Road (Course Of),3170240,Archaeological Sites,W9,0,0,0,1,-0.183820756,51.53028455
"Arts, Entertainment and Recreation",9103,336,Watling Street Roman Road (Course Of),3170240,Archaeological Sites,W2,0,0,0,1,-0.163062971,51.51515973
"Arts, Entertainment and Recreation",9103,337,Watling Street Roman Road (Course Of),3170240,Archaeological Sites,W2,0,0,0,1,-0.176356131,51.52442257
"Arts, Entertainment and Recreation",9103,543,Roman Road,3170240,Archaeological Sites,W1K,0,0,0,1,-0.157290851,51.51354946
"Arts, Entertainment and Recreation",9103,544,Roman Road,3170240,Archaeological Sites,W2,0,0,0,1,-0.182127813,51.51052889
"Arts, Entertainment and Recreation",9103,545,Roman Road,3170240,Archaeological Sites,W9,0,0,0,1,-0.178557356,51.52597649
"Arts, Entertainment and Recreation",9103,546,Roman Road,3170240,Archaeological Sites,W2,0,0,0,1,-0.175194019,51.51166218
"Arts, Entertainment and Recreation",9103,547,Roman Road,3170240,Archaeological Sites,W2,0,0,0,1,-0.167611064,51.5124432
"Arts, Entertainment and Recreation",9103,548,Roman Road,3170240,Archaeological Sites,W1C,0,0,0,1,-0.152660096,51.51401616
"Arts, Entertainment and Recreation",9103,549,Roman Road,3170240,Archaeological Sites,W1D,0,0,0,1,-0.138614098,51.51563756
"Arts, Entertainment and Recreation",9103,550,Roman Road,3170240,Archaeological Sites,W2,0,0,0,1,-0.162212105,51.51302418
"Arts, Entertainment and Recreation",9103,551,Roman Road,3170240,Archaeological Sites,W2,0,0,0,1,-0.166519996,51.51736302
"Arts, Entertainment and Recreation",9103,552,Roman Road,3170240,Archaeological Sites,W2,0,0,0,1,-0.171674298,51.52110341
"Arts, Entertainment and Recreation",9103,553,Roman Road,3170240,Archaeological Sites,W1D,0,0,0,1,-0.132607636,51.51625249
"Arts, Entertainment and Recreation",9103,554,Roman Road,3170240,Archaeological Sites,W2,0,0,0,1,-0.189536126,51.5101399
"Arts, Entertainment and Recreation",9103,1,Clock Tower,3170245,Historic and Ceremonial Structures,SW1E,0,0,0,1,-0.142753739,51.49642323
"Arts, Entertainment and Recreation",9103,2,Fountain,3170245,Historic and Ceremonial Structures,SW1A,0,0,0,1,-0.1395212,51.50115602
"Arts, Entertainment and Recreation",9103,3,Flagstaff,3170245,Historic and Ceremonial Structures,SW1P,0,0,0,1,-0.133692353,51.49359061
"Arts, Entertainment and Recreation",9103,4,Fountain,3170245,Historic and Ceremonial Structures,WC2N,0,0,0,1,-0.12867859,51.50802466
"Arts, Entertainment and Recreation",9103,5,Fountain,3170245,Historic and Ceremonial Structures,W1K,0,0,0,1,-0.156226226,51.50850593
"Arts, Entertainment and Recreation",9103,6,Fountain,3170245,Historic and Ceremonial Structures,W1U,0,0,0,1,-0.153049425,51.51757433
"Arts, Entertainment and Recreation",9103,7,Fountain,3170245,Historic and Ceremonial Structures,W1K,0,0,0,1,-0.152141542,51.50688594
"Arts, Entertainment and Recreation",9103,8,Fountain,3170245,Historic and Ceremonial Structures,W1K,0,0,0,1,-0.151770168,51.51178999
"Arts, Entertainment and Recreation",9103,9,Fountain,3170245,Historic and Ceremonial Structures,NW1,0,0,0,1,-0.147942049,51.5262255
"Arts, Entertainment and Recreation",9103,10,Fountain,3170245,Historic and Ceremonial Structures,NW1,0,0,0,1,-0.156885282,51.52716669
"Arts, Entertainment and Recreation",9103,11,Fountain,3170245,Historic and Ceremonial Structures,NW1,0,0,0,1,-0.154444643,51.5272722
"Arts, Entertainment and Recreation",9103,12,Fountain,3170245,Historic and Ceremonial Structures,NW1,0,0,0,1,-0.153390182,51.52874835
"Arts, Entertainment and Recreation",9103,13,Fountain,3170245,Historic and Ceremonial Structures,NW1,0,0,0,1,-0.151481295,51.52924884
"Arts, Entertainment and Recreation",9103,14,Fountain,3170245,Historic and Ceremonial Structures,W1T,0,0,0,1,-0.138126704,51.51946063
"Arts, Entertainment and Recreation",9103,15,Fountain,3170245,Historic and Ceremonial Structures,W1K,0,0,0,1,-0.151363991,51.51185553
"Arts, Entertainment and Recreation",9103,16,Fountain,3170245,Historic and Ceremonial Structures,NW1,0,0,0,1,-0.148901348,51.52816503
"Arts, Entertainment and Recreation",9103,17,Fountain,3170245,Historic and Ceremonial Structures,WC2H,0,0,0,1,-0.13015043,51.51044015
"Arts, Entertainment and Recreation",9103,18,Fountain,3170245,Historic and Ceremonial Structures,W1J,0,0,0,1,-0.145332836,51.50812734
"Arts, Entertainment and Recreation",9103,19,Fountain,3170245,Historic and Ceremonial Structures,W2,0,0,0,1,-0.165051339,51.51553257
"Arts, Entertainment and Recreation",9103,20,Fountain,3170245,Historic and Ceremonial Structures,W2,0,0,0,1,-0.175454939,51.51054218
"Arts, Entertainment and Recreation",9103,21,Fountain,3170245,Historic and Ceremonial Structures,NW8,0,0,0,1,-0.166705373,51.53069275
"Arts, Entertainment and Recreation",9103,22,Flagstaff,3170245,Historic and Ceremonial Structures,NW1,0,0,0,1,-0.164778569,51.5309234
"Arts, Entertainment and Recreation",9103,23,Flagstaff,3170245,Historic and Ceremonial Structures,NW8,0,0,0,1,-0.177367417,51.53664103
"Arts, Entertainment and Recreation",9103,24,Fountain,3170245,Historic and Ceremonial Structures,W2,0,0,0,1,-0.175428966,51.51011014
"Arts, Entertainment and Recreation",9103,25,Fountain,3170245,Historic and Ceremonial Structures,NW1,0,0,0,1,-0.148407646,51.52718605
"Arts, Entertainment and Recreation",9103,26,Bandstand,3170245,Historic and Ceremonial Structures,W8,0,0,0,1,-0.182464939,51.5042304
"Arts, Entertainment and Recreation",9103,27,Flagstaff,3170245,Historic and Ceremonial Structures,NW1,0,0,0,1,-0.159852332,51.52473135
"Arts, Entertainment and Recreation",9103,28,Flagstaff,3170245,Historic and Ceremonial Structures,SW1A,0,0,0,1,-0.140946303,51.5068529
"Arts, Entertainment and Recreation",9103,29,Flagstaff,3170245,Historic and Ceremonial Structures,SW1Y,0,0,0,1,-0.13694343,51.50854292
"Arts, Entertainment and Recreation",9103,30,Fountain,3170245,Historic and Ceremonial Structures,SW1P,0,0,0,1,-0.127954542,51.4943984
"Arts, Entertainment and Recreation",9103,31,Fountain,3170245,Historic and Ceremonial Structures,SW1P,0,0,0,1,-0.127132461,51.49863875
"Arts, Entertainment and Recreation",9103,32,Fountain,3170245,Historic and Ceremonial Structures,NW1,0,0,0,1,-0.147429969,51.52534514
"Arts, Entertainment and Recreation",9103,33,Fountain,3170245,Historic and Ceremonial Structures,SW1W,0,0,0,1,-0.150219118,51.49173022
"Arts, Entertainment and Recreation",9103,34,Fountain,3170245,Historic and Ceremonial Structures,SW1H,0,0,0,1,-0.134559314,51.49740824
"Arts, Entertainment and Recreation",9103,35,Fountain,3170245,Historic and Ceremonial Structures,SW1A,0,0,0,1,-0.138811977,51.50335693
"Arts, Entertainment and Recreation",9103,36,Fountain,3170245,Historic and Ceremonial Structures,WC2E,0,0,0,1,-0.123362036,51.51431542
"Arts, Entertainment and Recreation",9103,37,Flagstaffs,3170245,Historic and Ceremonial Structures,SW1E,0,0,0,1,-0.138964404,51.49996916
"Arts, Entertainment and Recreation",9103,38,Fountain,3170245,Historic and Ceremonial Structures,W2,0,0,0,1,-0.155132178,51.5038396
"Arts, Entertainment and Recreation",9103,39,Fountain,3170245,Historic and Ceremonial Structures,SW1E,0,0,0,1,-0.141060649,51.49802405
"Arts, Entertainment and Recreation",9103,43,Bandstand,3170245,Historic and Ceremonial Structures,W1K,0,0,0,1,-0.156438254,51.50503815
"Arts, Entertainment and Recreation",9103,44,Bandstand,3170245,Historic and Ceremonial Structures,WC2N,0,0,0,1,-0.122825158,51.50774228
"Arts, Entertainment and Recreation",9103,55,Fountain,3170245,Historic and Ceremonial Structures,WC2N,0,0,0,1,-0.127723704,51.50811733
"Arts, Entertainment and Recreation",9103,281,War Memorial,3170245,Historic and Ceremonial Structures,W2,0,0,0,1,-0.168688275,51.51540956
"Arts, Entertainment and Recreation",9103,282,Memorial,3170245,Historic and Ceremonial Structures,NW1,0,0,0,1,-0.144649222,51.52388937
"Arts, Entertainment and Recreation",9103,283,War Memorial,3170245,Historic and Ceremonial Structures,W1K,0,0,0,1,-0.155285624,51.50467832
"Arts, Entertainment and Recreation",9103,284,Memorial,3170245,Historic and Ceremonial Structures,W1K,0,0,0,1,-0.151247254,51.51117925
"Arts, Entertainment and Recreation",9103,285,Memorial,3170245,Historic and Ceremonial Structures,SW1Y,0,0,0,1,-0.129545405,51.50656371
