id,lon,lat
89195da4a07ffff,-0.192624743,51.52328961
89195da498bffff,-0.139205035,51.51516941
89195da490fffff,-0.144177192,51.50698638
89194ad16afffff,-0.143583201,51.48580397
89195da4893ffff,-0.153656685,51.53570509
89195da4817ffff,-0.158629175,51.52752288
89195da4b63ffff,-0.182775578,51.50253807
89194ad1443ffff,-0.133996924,51.49420307
89195da4973ffff,-0.148794493,51.50677213
89194ad1697ffff,-0.141571979,51.49650283
89195da487bffff,-0.174144803,51.5241511
89195da4bc7ffff,-0.17615146,51.51345306
89195da4b4bffff,-0.191664562,51.51007736
89195da4acfffff,-0.201519006,51.53082786
89195da4a53ffff,-0.206140289,51.53061182
89195da49d7ffff,-0.142165325,51.51768308
89195da495bffff,-0.157677062,51.51431276
89195da4863ffff,-0.171181958,51.52163795
89194ad1603ffff,-0.154117869,51.49061686
89195da4bafffff,-0.164303758,51.50339978
89195da4b33ffff,-0.168921491,51.50318464
89195da4ab7ffff,-0.178764566,51.52393601
89195da4a3bffff,-0.194280707,51.52056094
89194ad326bffff,-0.122750833,51.50532751
89195da4943ffff,-0.15471587,51.51179928
89195da48c7ffff,-0.164554069,51.53254935
89195da484bffff,-0.1800715,51.52917719
89195da4b97ffff,-0.162295439,51.51409812
89195da4b1bffff,-0.177807692,51.51072451
89195da4a23ffff,-0.191316651,51.51804805
89195da49a7ffff,-0.127367231,51.50511408
89195da492bffff,-0.142874459,51.50174471
89195da4d6fffff,-0.140507697,51.5204105
89195da48afffff,-0.152705625,51.52249614
89195da4833ffff,-0.157324486,51.52228188
89194ad14dbffff,-0.129024856,51.50238652
89195da4b03ffff,-0.174845289,51.50821129
89195da4a87ffff,-0.184691882,51.52896197
89195da4a0bffff,-0.200209826,51.52558651
89195da498fffff,-0.136245081,51.51265568
89195da4913ffff,-0.140862555,51.51244186
89194ad16b3ffff,-0.140269753,51.49126075
89195da481bffff,-0.166211243,51.52982169
89194ad14c3ffff,-0.12606627,51.49987251
89195da4b67ffff,-0.179813255,51.50002484
89194ad1447ffff,-0.131038417,51.49168906
89195da4e37ffff,-0.175101024,51.5373609
89195da4977ffff,-0.145834308,51.50425845
89194ad169bffff,-0.149148136,51.4988022
89195da4803ffff,-0.163248655,51.52730849
89195da4bcbffff,-0.183733505,51.51575075
89195da4a57ffff,-0.203174889,51.5280992
89195da49dbffff,-0.149744354,51.51998267
89194ad320bffff,-0.114818287,51.51099497
89194ad1683ffff,-0.14618834,51.49628845
89195da4867ffff,-0.168219449,51.51912474
89194ad1607ffff,-0.151158152,51.48810311
89195da4bb3ffff,-0.160990679,51.50885653
89195da4b37ffff,-0.165960095,51.50067122
89195da4abbffff,-0.186348276,51.52623368
89195da49c3ffff,-0.146783419,51.51746914
89195da4947ffff,-0.151755013,51.50928574
89195da48cbffff,-0.172137428,51.5348479
89195da484fffff,-0.177107983,51.52666418
89195da4b9bffff,-0.169876111,51.51639657
89194ad147bffff,-0.132695529,51.48896099
89195da4aa3ffff,-0.183384477,51.52372073
89195da4a27ffff,-0.188352932,51.51553509
89195da49abffff,-0.134943035,51.50741432
89194ad3257ffff,-0.117776668,51.51350903
89195da492fffff,-0.139914945,51.4992309
89195da48b3ffff,-0.149390661,51.52795109
89195da4837ffff,-0.154362906,51.51976848
89195da4b83ffff,-0.166913965,51.51388329
89195da4b07ffff,-0.171883222,51.505698
89195da4a8bffff,-0.192276884,51.53125938
89195da4a0fffff,-0.197245098,51.52307376
89195da4917ffff,-0.137902627,51.50992813
89194ad16b7ffff,-0.137310962,51.4887468
89195da489bffff,-0.158276648,51.53549108
89194ad144bffff,-0.138612827,51.49398895
89195da4a73ffff,-0.201865601,51.52285772
89195da497bffff,-0.153411942,51.50655768
89195da4883ffff,-0.155314316,51.53297782
89195da4807ffff,-0.160286403,51.52479522
89195da4bcfffff,-0.18077043,51.51323766
